ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sugar,Cholesterol,Sodium,Iron,Calcium,SaturatedFat,Potassium,VitaminC,VitaminE,VitaminD
1221,"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",43,3.86,0.18,7.5,7.5,2,59,0.12,143,0.116,177,1.1,0,1.2
1222,"YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",112,3.53,0,23.53,14.97,1,135,0.42,88,0,339,0,0,1.2
1223,"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",411,45.71,17.14,18.5,5.71,21,329,8.57,500,1.553,1129,30,7.07,5
1224,"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",396,50,12,22,4,10,250,12,1200,1.087,840,42,9.45,7
1225,DULCE DE LECHE,315,6.84,7.35,55.35,49.74,29,129,0.17,251,4.534,350,2.6,0.2,0.2
1226,"EGG SUB,LIQ OR FRZ,FAT FREE",48,10,0,2,2,0,199,1.98,73,0,213,0.5,1.59,1.6
1227,"CHEESE,DRY WHITE,QUESO SECO",325,24.51,24.35,2.04,0.55,78,1808,0.18,661,13.718,116,,0.49,1.8
1228,"CHEESE,FRSH,QUESO FRESCO",299,18.09,23.82,2.98,2.32,69,751,0.2,566,12.94,129,0,0.37,2.7
1229,"CHEESE,WHITE,QUESO BLANCO",310,20.38,24.31,2.53,1.76,70,704,0.18,690,13.661,126,,0.47,0.7
1230,"MILK,BTTRMLK,FLUID,WHL",62,3.21,3.31,4.88,4.88,11,105,0.03,115,1.899,135,0,0.07,1.3
1231,"YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",86,4.93,1.25,13.8,5.43,5,66,0.07,171,0.752,219,0.8,0.02,0
1235,"YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",104,4.4,0.8,19.7,12.61,4,81,0.04,159,0.488,339,0.7,0.08,0
1236,"ICE CRM,SOFT SERVE,CHOC",222,4.1,13,22.2,21.16,91,61,0.21,131,7.46,177,0.8,0.61,0.7
1237,"ICE CRM,BAR OR STK,CHOC COVERED",331,4.1,24.1,24.5,18.3,28,68,0.29,119,13.202,305,0,0.42,0.2
1238,ICE CRM SNDWCH,237,4.29,8.57,37.14,18.57,21,129,0.26,86,2.317,115,0,0.4,0
1239,ICE CRM COOKIE SNDWCH,240,3.7,7.4,39.6,21.3,6,162,1.1,73,1.663,68,0,0.4,0
1240,"ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",354,5.21,21.88,34.38,25,21,94,0,63,11.458,222,0,0.18,0.1
1241,"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",186,4.29,3.04,39.64,17.86,7,146,0.09,30,0.821,41,0,0.14,0
1242,"ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",200,5.71,2.86,42.86,6.58,21,164,0,86,0.821,41,0,0.14,0
1243,"FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",129,4.41,0,27.94,8.82,0,110,0,147,0,196,0,0,0
1244,"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",147,4.41,1.47,33.09,22.06,7,92,0.53,184,0.81,316,0.9,0.2,0.1
1250,"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",88,4.4,3.08,11.88,2.64,2,92,1.98,110,0.232,176,26.4,1.46,1.1
1251,"CHEESE,MEXICAN BLEND",358,23.54,28.51,1.75,1.23,95,696,0.59,659,17.027,85,0,0.25,0.5
1252,"CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",310,18.18,22.63,8.52,6.57,79,1272,0.96,1433,13.291,273,0,0.77,7
1253,"CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",371,18.13,31.79,3.7,2.26,100,1671,0.63,1045,18.057,132,0,0.8,0.6
1254,"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",330,16.86,25.63,8.56,5.59,98,1284,0.26,682,15.057,255,0,0.63,0.5
1255,"EGG,WHL,RAW,FRZ,SALTED",138,10.97,10.07,0.83,0.07,387,3663,1.71,55,3.178,128,0,0.8,1.5
2001,"ALLSPICE,GROUND",263,6.09,8.69,72.12,,0,77,7.06,661,2.55,1044,39.2,,0
2002,ANISE SEED,337,17.6,15.9,50.02,,0,16,36.96,646,0.586,1441,21,,0
2003,"SPICES,BASIL,DRIED",233,22.98,4.07,47.75,1.71,0,76,89.8,2240,2.157,2630,0.8,10.7,0
2004,"SPICES,BAY LEAF",313,7.61,8.36,74.97,,0,23,43,834,2.28,529,46.5,,0
2005,CARAWAY SEED,333,19.77,14.59,49.9,0.64,0,17,16.23,689,0.62,1351,21,2.5,0
2006,"SPICES,CARDAMOM",311,10.76,6.7,68.47,,0,18,13.97,383,0.68,1119,21,,0
2007,CELERY SEED,392,18.07,25.27,41.35,0.67,0,160,44.9,1767,2.19,1400,17.1,1.07,0
2008,"CHERVIL,DRIED",237,23.2,3.9,49.1,,0,83,31.95,1346,0.169,4740,50,,0
2009,CHILI POWDER,282,13.46,14.28,49.7,7.19,0,1640,17.3,330,2.462,1950,0.7,38.14,0
2010,"CINNAMON,GROUND",247,3.99,1.24,80.59,2.17,0,10,8.32,1002,0.345,431,3.8,2.32,0
2011,"CLOVES,GROUND",274,5.97,13,65.53,2.38,0,277,11.83,632,3.952,1020,0.2,8.82,0
2012,"CORIANDER LEAF,DRIED",279,21.93,4.78,52.1,7.27,0,211,42.46,1246,0.115,4466,566.7,1.03,0
2013,CORIANDER SEED,298,12.37,17.77,54.99,,0,35,16.32,709,0.99,1267,21,,0
2014,CUMIN SEED,375,17.81,22.27,44.24,2.25,0,168,66.36,931,1.535,1788,7.7,3.33,0
2015,CURRY POWDER,325,12.66,13.81,58.15,2.76,0,52,29.59,478,2.237,1543,11.4,21.99,0
2016,DILL SEED,305,15.98,14.54,55.17,,0,20,16.33,1516,0.73,1186,21,,0
2017,"DILL WEED,DRIED",253,19.96,4.36,55.82,,0,208,48.78,1784,0.234,3308,50,,0
2018,FENNEL SEED,345,15.8,14.87,52.29,,0,88,18.54,1196,0.48,1694,21,,0
2019,FENUGREEK SEED,323,23,6.41,58.35,,0,67,33.53,176,1.46,770,3,,0
2020,GARLIC POWDER,331,16.55,0.73,72.73,2.43,0,60,5.65,79,0.249,1193,1.2,0.67,0
2021,"GINGER,GROUND",335,8.98,4.24,71.62,3.39,0,27,19.8,114,2.599,1320,0.7,0,0
2022,"MACE,GROUND",475,6.71,32.38,50.5,,0,80,13.9,252,9.51,463,21,,0
2023,"MARJORAM,DRIED",271,12.66,7.04,60.56,4.09,0,77,82.71,1990,0.529,1522,51.4,1.69,0
2024,"SPICES,MUSTARD SD,GROUND",508,26.08,36.24,28.09,6.79,0,13,9.21,266,1.989,738,7.1,5.07,0
2025,"NUTMEG,GROUND",525,5.84,36.31,49.29,28.49,0,16,3.04,184,25.94,350,3,0,0
2026,ONION POWDER,341,10.41,1.04,79.12,6.63,0,73,3.9,384,0.219,985,23.4,0.27,0
2027,"SPICES,OREGANO,DRIED",265,9,4.28,68.92,4.09,0,25,36.8,1597,1.551,1260,2.3,18.26,0
2028,PAPRIKA,282,14.14,12.89,53.99,10.34,0,68,21.14,229,2.14,2280,0.9,29.83,0
2029,"PARSLEY,DRIED",292,26.63,5.48,50.64,7.27,0,452,22.04,1140,1.378,2683,125,8.96,0
2030,"PEPPER,BLACK",251,10.39,3.26,63.95,0.64,0,20,9.71,443,1.392,1329,0,1.04,0
2031,"PEPPER,RED OR CAYENNE",318,12.01,17.27,56.63,10.34,0,30,7.8,148,3.26,2014,76.4,29.83,0
2032,"PEPPER,WHITE",296,10.4,2.12,68.61,,0,5,14.31,265,0.626,73,21,,0
2033,POPPY SEED,525,17.99,41.56,28.13,2.99,0,26,9.76,1438,4.517,719,1,1.77,0
2034,POULTRY SEASONING,307,9.59,7.53,65.59,3.08,0,27,35.3,996,3.29,684,12,1.32,0
2035,PUMPKIN PIE SPICE,342,5.76,12.6,69.28,7.76,0,52,19.71,682,6.53,663,23.4,1.93,0
2036,"ROSEMARY,DRIED",331,4.88,15.22,64.06,,0,50,29.25,1280,7.371,955,61.2,,0
2037,SAFFRON,310,11.43,5.85,65.37,,0,148,11.1,111,1.586,1724,80.8,,0
2038,"SAGE,GROUND",315,10.63,12.75,60.73,1.71,0,11,28.12,1652,7.03,1070,32.4,7.48,0
2039,"SAVORY,GROUND",272,6.73,5.91,68.73,,0,24,37.88,2132,3.26,1051,50,,0
2041,"SPICES,TARRAGON,DRIED",295,22.77,7.24,50.22,,0,62,32.3,1139,1.881,3020,50,,0
2042,"SPICES,THYME,DRIED",276,9.11,7.43,63.94,1.71,0,55,123.6,1890,2.73,814,50,7.48,0
2043,"TURMERIC,GROUND",354,7.83,9.88,64.93,3.21,0,38,41.42,183,3.12,2525,25.9,3.1,0
2044,"BASIL,FRESH",23,3.15,0.64,2.65,0.3,0,4,3.17,177,0.041,295,18,0.8,0
2045,"DILL WEED,FRSH",43,3.46,1.12,7.02,,0,61,6.59,208,0.06,738,85,,0
2046,"MUSTARD,PREPARED,YELLOW",67,4.37,4.01,5.33,0.86,0,1135,1.51,58,0.248,138,1.5,0.36,0
2047,"SALT,TABLE",0,0,0,0,0,0,38758,0.33,24,0,8,0,0,0
2048,"VINEGAR,CIDER",21,0,0,0.93,0.4,0,5,0.2,7,0,73,0,0,0
2049,"THYME,FRSH",101,5.56,1.68,24.45,,0,9,17.45,405,0.467,609,160.1,,0
2050,VANILLA EXTRACT,288,0.06,0.06,12.65,12.65,0,9,0.12,11,0.01,148,0,0,0
2051,"VANILLA EXTRACT,IMITN,ALCOHOL",237,0.05,0,2.41,,0,4,0.13,0,,98,0,,0
2052,"VANILLA EXTRACT,IMITN,NO ALCOHOL",56,0.03,0,14.4,14.4,0,3,0.05,3,0,0,0,0,0
2053,"VINEGAR,DISTILLED",18,0,0,0.04,0.04,0,2,0.03,6,0,2,0,0,0
2054,"CAPERS,CANNED",23,2.36,0.86,4.89,0.41,0,2964,1.67,40,0.233,40,4.3,0.88,0
2055,"HORSERADISH,PREPARED",48,1.18,0.69,11.29,7.99,0,314,0.42,56,0.09,246,24.9,0.01,0
2063,"ROSEMARY,FRESH",131,3.31,5.86,20.7,,0,26,6.65,317,2.838,668,21.8,,0
2064,"PEPPERMINT,FRESH",70,3.75,0.94,14.89,,0,31,5.08,243,0.246,569,31.8,,0
2065,"SPEARMINT,FRESH",44,3.29,0.73,8.41,,0,30,11.87,199,0.191,458,13.3,,0
2066,"SPEARMINT,DRIED",285,19.93,6.03,52.04,,0,344,87.47,1488,1.577,1924,0,,0
2068,"VINEGAR,RED WINE",19,0.04,0,0.27,0,,8,0.45,6,0,39,0.5,,
2069,"VINEGAR,BALSAMIC",88,0.49,0,17.03,14.95,,23,0.72,27,0,112,0,,
2073,"CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX",188,0,0,56.29,18.76,0,8068,6.75,,0,,45,,
3019,GERBER GRADUATES FRUIT STRIPS REAL FRUIT BARS,330,0.82,2.24,76.61,68.65,0,14,1.05,18,0.361,312,179.9,0.96,0
3217,ZWIEBACK,426,10.1,9.7,74.2,12.5,8,227,0.6,20,2.525,305,5.3,2.44,0
3819,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",483,16.5,22,54.8,54,4,260,8.8,440,19.186,590,38,9.8,9.3
3820,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",88,3.33,4.48,8.57,7.4,1,52,1.75,88,3.953,118,7.6,2,1.6
3849,"In for, M JOHN, ENF, ENFAC LIP, with ir, po, wi ARA and DH",514,12.5,27,56,51,16,173,8.9,590,11.37,565,79,9,9.8
3860,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)",99,2.86,4.77,11.15,10.5,2,36,1.34,93,1.256,125,9.5,1.46,1.2
3870,"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)",99,2.8,4.7,11.28,7.6,2,36,1.32,92,1.256,124,9.6,1.46,1.2
3968,"TODDLER FORMULA, MEAD JOHNSON, ENFAGROW PREMIUM, RTF",64,1.78,3.63,7.18,7.18,1,25,1.37,133,1.55,89,8.2,0.87,1
4001,"FAT,BEEF TALLOW",902,0,100,0,0,109,0,0,0,49.8,0,0,2.7,0.7
4002,LARD,902,0,100,0,0,95,0,0,0,39.2,0,0,0.6,2.5
4011,"SALAD DRSNG,KRAFT MAYO LT MAYO",334,0.6,32.9,8.5,4.2,35,633,0.2,6,5,52,0.3,,
4013,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",70,0.2,2.7,12.4,6.8,10,750,0.1,6,0.5,50,0,,
4014,"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",84,0.2,2.7,15.5,10.3,9,788,0.12,6,0.6,49,0,,
4015,"SALAD DRSNG,RUSSIAN DRSNG",355,0.69,26.18,31.9,17.68,0,1133,0.6,13,2.39,173,6,3.32,0
4016,"SALAD DRSNG,SESAME SD DRSNG,REG",443,3.1,45.2,8.6,8.32,0,1000,0.6,19,6.2,157,0,5,0
4017,"SALAD DRSNG,1000 ISLAND,COMM,REG",370,1.09,35.06,14.64,15.18,26,863,1.18,17,5.092,107,0,4,0.1
4018,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",390,0.9,33.4,23.9,6.4,26,711,0.2,14,4.9,9,0,2.06,0.1
4020,"SALAD DRSNG,FRENCH DRSNG,RED FAT",222,0.58,11.52,31.22,16.86,0,838,0.73,11,0.842,107,4.8,1,0
4021,"SALAD DRSNG,ITALIAN DRSNG,RED FAT",75,0.47,6.38,4.57,4.55,6,1074,0.65,9,0.451,85,0,0.2,0
4022,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",141,0.5,4,27.6,21.87,6,868,0.6,19,0.6,157,6,0.4,0
4023,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",195,0.83,11.32,24.06,17.31,11,955,0.9,27,0.746,202,1.5,1,0
4025,"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",718,0.9,79.39,3.16,1.08,38,568,0.22,7,11.885,12,0,5.22,0.2
4026,"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",717,1.1,79.4,2.7,0.48,59,568,0.5,18,8.6,34,0,22,
4027,"SALAD DRSNG,MAYO,IMITN,SOYBN",232,0.3,19.2,16,6,24,497,0,0,3.3,10,0,2,0
4028,"SALAD DRSNG,MAYO,IMITN,MILK CRM",97,2.1,5.1,11.1,,43,504,0.5,72,2.8,97,0.3,0.4,
4029,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",482,0.1,47.7,15.8,6,0,353,0.01,0,7.5,10,0,5,0
4030,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",389,0.9,34,22.4,15.18,76,1000,0.2,14,5.1,35,0,4,0.1
4031,"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED",884,0,100,0,0,0,0,0,0,25,0,0,6.13,0
4034,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",884,0,100,0,0,0,0,0,0,14.9,0,0,8.1,0
4037,"OIL,RICE BRAN",884,0,100,0,0,0,0,0.07,0,19.7,0,0,32.3,
4038,"OIL,WHEAT GERM",884,0,100,0,0,0,0,0,0,18.8,0,0,149.4,0
4042,"OIL,PNUT,SALAD OR COOKING",884,0,100,0,0,0,0,0.03,0,16.9,0,0,15.69,0
4044,"OIL,SOYBN,SALAD OR COOKING",884,0,100,0,0,0,0,0.05,0,15.65,0,0,8.18,0
4047,"OIL,COCNT",862,0,100,0,0,0,0,0.04,0,86.5,0,0,0.09,0
4053,"OIL,OLIVE,SALAD OR COOKING",884,0,100,0,0,0,2,0.56,1,13.808,1,0,14.35,0
4055,"OIL,PALM",884,0,100,0,0,0,0,0.01,0,49.3,0,0,15.94,
4058,"OIL,SESAME,SALAD OR COOKING",884,0,100,0,0,0,0,0,0,14.2,0,0,1.4,0
4060,"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)",884,0,100,0,0,0,0,0.03,0,10.1,0,0,41.08,
4073,"MARGARINE,REG,HARD,SOYBN (HYDR)",719,0.9,80.5,0.9,0,0,943,0,30,16.7,42,0.2,3.1,
4114,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",291,0.38,28.37,10.43,8.32,0,1018,0.63,7,4.474,48,0,5,0
4120,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",457,0.77,44.81,15.58,15.95,0,836,0.8,24,5.648,67,3.6,5,0
4128,"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",339,0.51,37.77,0.66,0,0,589,0.02,6,8.637,34,0.1,13.45,0
4133,"SALAD DRSNG,FRENCH,HOME RECIPE",631,0.1,70.2,3.4,,0,658,0.2,6,12.6,24,0.6,8,
4134,"SALAD DRSNG,HOME RECIPE,CKD",157,4.2,9.5,14.9,9.07,57,734,0.5,84,2.9,121,0.6,0.8,0.9
4135,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",449,0,50.1,2.5,2.5,0,1,0,0,9.1,8,0,4.61,0
4141,"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",459,0.77,44.81,15.58,15.95,0,0,0.8,24,5.648,67,0,4.12,
4142,"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",233,0.58,13.46,29.28,28.45,0,30,0.87,11,1.099,107,0,2.86,
4143,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",292,0.38,28.37,10.43,8.32,67,30,0.63,7,4.474,48,0,2.61,
4144,"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",76,0.47,6.38,4.57,4.55,6,30,0.65,9,0.451,85,0,0.59,
4145,"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",717,1.1,79.4,2.7,,59,30,0.5,18,11.8,34,0,,
4146,"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",631,0.1,70.2,3.4,,0,658,0.2,6,18.2,24,0,,
4367,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",132,0.2,0.27,32.14,16.45,0,853,0.58,5,0.037,84,0,0.02,0
4501,"OIL,COCOA BUTTER",884,0,100,0,0,0,0,0,0,59.7,0,0,1.8,
4502,"OIL,CTTNSD,SALAD OR COOKING",884,0,100,0,0,0,0,0,0,25.9,0,0,35.3,0
4506,"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)",884,0,100,0,0,0,0,0,0,10.3,0,0,41.08,0
4510,"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",884,0,100,0,0,0,0,0,0,6.203,0,0,34.1,
4511,"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",884,0,100,0,0,0,0,0,0,7.541,0,0,34.1,0
4513,"VEGETABLE OIL,PALM KERNEL",862,0,100,0,0,0,0,0,0,81.5,0,0,3.81,0
4514,"OIL,POPPYSEED",884,0,100,0,0,0,0,0,0,13.5,0,0,11.4,
4515,"OIL,TOMATOSEED",884,0,100,0,0,0,0,0,0,19.7,0,0,3.8,
4516,"OIL,TEASEED",884,0,100,0,0,0,0,0,0,21.1,0,0,0,
4517,"OIL,GRAPESEED",884,0,100,0,0,0,0,0,0,9.6,0,0,28.8,
4518,"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",884,0,100,0,0,0,0,0,0,12.948,0,0,14.3,0
4520,"FAT,MUTTON TALLOW",902,0,100,0,0,102,0,0,0,47.3,0,0,2.8,0.7
4528,"OIL,WALNUT",884,0,100,0,0,0,0,0,0,9.1,0,0,0.4,0
4529,"OIL,ALMOND",884,0,100,0,0,0,0,0,0,8.2,0,0,39.2,0
4530,"OIL,APRICOT KERNEL",884,0,100,0,0,0,0,0,0,6.3,0,0,4,
4531,"OIL,SOYBN LECITHIN",763,0,100,0,0,0,0,0,0,15.005,0,0,8.18,0
4532,"OIL,HAZELNUT",884,0,100,0,0,0,0,0,0,7.4,0,0,47.2,
4534,"OIL,BABASSU",884,0,100,0,0,0,0,0,0,81.2,0,0,19.1,
4536,"OIL,SHEANUT",884,0,100,0,0,0,0,0,0,46.6,0,0,0,
4539,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",476,1.37,51.1,4.62,3.48,31,1041,0.09,37,8.275,88,0.7,4.28,0.1
4541,"OIL,CUPU ASSU",884,0,100,0,0,0,0,,0,53.2,0,0,0.6,
4542,"FAT,CHICKEN",900,0,99.8,0,0,85,0,0,0,29.8,0,0,2.7,4.8
4543,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD",884,0,100,0,0,0,0,0,0,18,0,0,12.1,0
4544,"SHORTENING,HOUSEHOLD,LARD&VEG OIL",900,0,100,0,0,56,0,0,0,40.3,0,0,1,0
4545,"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)",884,0,100,0,0,0,0,0,0,13,0,0,41.08,
4546,"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",884,0,100,0,0,0,0,0,0,22,0,0,6.13,
4548,"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",884,0,100,0,0,0,0,0,0,27.2,0,0,6.13,0
4549,"SHORTENING INDUSTRIAL,LARD&VEG OIL",900,0,100,0,,56,0,0,0,35.7,0,0,1,
4550,"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",900,0,100,0,,100,0,0,0,44.9,0,0,4,
4551,"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",884,0,100,0,0,0,0,0,0,91.3,0,0,1.95,0
4554,"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",884,0,100,0,0,0,0,0,0,25.6,0,0,6.13,0
4556,"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",884,0,100,0,,0,0,0,0,47.5,0,0,19,
4559,SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884,0,100,0,,0,0,0,0,25.02,0,0,,
4560,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",884,0,100,0,0,0,0,0,0,21.1,0,0,6.13,
4570,"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",884,0,100,0,,0,0,0,0,65.5,0,0,19,
4572,"OIL,NUTMEG BUTTER",884,0,100,0,0,0,0,0,0,90,0,0,0.2,
4573,"OIL,UCUHUBA BUTTER",884,0,100,0,0,0,0,0,0,85.2,0,0,0.6,
4574,"FAT,DUCK",882,0,99.8,0,0,100,0,0,0,33.2,0,0,2.7,4.8
4575,"FAT,TURKEY",900,0,99.8,0,0,102,0,0,0,29.4,0,0,2.9,4.8
4576,"FAT,GOOSE",900,0,99.8,0,,100,0,0,0,27.7,0,0,2.7,
4581,"OIL,AVOCADO",884,0,100,0,,,0,0,0,11.56,0,0,,
4582,"OIL,CANOLA",884,0,100,0,0,0,0,0,0,7.365,0,0,17.46,0
4583,"OIL,MUSTARD",884,0,100,0,,,0,0,0,11.582,0,0,,
4584,"OIL,SUNFLOWER,HI OLEIC (70% & OVER)",884,0,100,0,0,0,0,0,0,9.859,0,0,41.08,0
4585,"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",714,0.31,80.32,0.77,0,12,633,0.04,10,14.198,22,0.1,3.88,0
4586,"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",884,0,100,0,0,0,0,0,0,20.001,0,0,6.13,
4587,"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",884,0,100,0,0,0,0,0,0,28.843,0,0,6.13,
4588,"OIL,OAT",884,0,100,0,0,0,0,0,0,19.62,0,0,14.4,
4589,"FISH OIL,COD LIVER",902,0,100,0,,570,0,0,0,22.608,0,0,,250
4590,"FISH OIL,HERRING",902,0,100,0,,766,0,0,0,21.29,0,0,,
4591,"FISH OIL,MENHADEN",902,0,100,0,,521,0,0,0,30.427,0,0,,
4592,"FISH OIL,MENHADEN,FULLY HYDR",902,0,100,0,,500,0,0,0,95.6,0,0,,
4593,"FISH OIL,SALMON",902,0,100,0,,485,0,0,0,19.872,0,0,,
4594,"FISH OIL,SARDINE",902,0,100,0,,710,0,0,0,29.892,0,0,,8.3
4595,"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",884,0,100,0,,0,0,0,0,30.423,0,0,,
4600,"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT",362,1,40,1,0,0,786,0.04,24,7.238,36,0.1,4.47,0
4601,"BUTTER,LT,STK,W/SALT",509,3.3,55.1,0,0,106,450,1.09,48,34.321,71,0,1.58,1
4602,"BUTTER,LT,STK,WO/SALT",499,3.3,55.1,0,0,106,36,1.09,48,34.321,71,0,1.58,1
4606,"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",889,0,98.59,0,0,101,545,0,0,44.79,0,0,0.59,2.5
4609,"ANIMAL FAT,BACON GREASE",897,0,99.5,0,0,95,150,0,0,39.004,0,0,0.6,2.5
4610,"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT",717,0.16,80.71,0.7,0,0,751,0.06,3,15.189,18,0.2,9,0
4611,"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT",713,0.22,80.17,0.75,0,0,657,0,3,14.224,17,0.1,15.43,0
4612,"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT",537,0.12,60.39,0.69,0,0,785,0,21,10.884,30,0.1,5,0
4613,"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT",533,0.17,59.81,0.86,0,1,615,0,21,12.086,30,0.1,21.12,0
4614,"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT",526,0.6,59.17,0,0,1,700,0,21,10.042,30,0.1,5,0
4615,"SHORTENING,VEG,HOUSEHOLD,COMP",884,0,99.97,0,0,0,4,0.07,1,24.98,0,0,6.13,0
4617,"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT",717,0.16,80.71,0.7,0,0,2,0.06,3,15.189,18,0.2,9,0
4618,"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT",713,0.22,80.17,0.75,0,0,28,0,3,14.224,17,0.1,15.43,0
4620,"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT",533,0.17,59.81,0.86,0,1,2,0,21,12.086,30,0.1,21.12,0
4624,"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT",43,1.5,3,2.5,0,1,833,0.03,38,0.416,50,0.3,5,0
4626,"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT",630,0.3,70,0.5,0,0,590,0.01,20,13.3,25,0.1,5,0
4627,"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT",330,2,35,2,0,0,630,0.02,50,7,64,0.2,5,0
4628,"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",717,0.16,80.71,0.7,,0,654,0.12,3,15.189,18,,5.23,
4629,"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",628,0.26,70.22,1.53,,0,700,0.12,7,13.631,46,,5.59,
